               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.098521,            0.031308,            0.026058,            0.056348,                 0.2,            0.041911,           0.0061784,            0.052866,            0.021566,            0.017561,             0.00094,             0.00094,             0.09154
